Data,Description,Valor,Transaction Type,Categoria,Account Name,Month,Tipo,Valor_Absoluto,Ano_Mes
2018-07-18,Irish Restaurant,28.54,debit,Alcohol & Bars,Platinum Card,2018-07,Entrada,28.54,2018-07
2018-07-18,State Farm,75.0,debit,Auto Insurance,Checking,2018-07,Entrada,75.0,2018-07
2018-07-20,Credit Card Payment,61.43,credit,Credit Card Payment,Silver Card,2018-07,Entrada,61.43,2018-07
2018-07-20,Credit Card Payment,102.88,credit,Credit Card Payment,Platinum Card,2018-07,Entrada,102.88,2018-07
2018-07-20,Credit Card Payment,102.88,debit,Credit Card Payment,Checking,2018-07,Entrada,102.88,2018-07
2018-07-20,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-07,Entrada,2000.0,2018-07
2018-07-21,Grocery Store,28.93,debit,Groceries,Platinum Card,2018-07,Entrada,28.93,2018-07
2018-07-21,Barbershop,30.0,debit,Haircut,Platinum Card,2018-07,Entrada,30.0,2018-07
2018-07-23,Credit Card Payment,61.43,debit,Credit Card Payment,Checking,2018-07,Entrada,61.43,2018-07
2018-07-23,Starbucks,9.58,debit,Fast Food,Platinum Card,2018-07,Entrada,9.58,2018-07
2018-07-24,American Tavern,26.59,debit,Restaurants,Platinum Card,2018-07,Entrada,26.59,2018-07
2018-07-25,Internet Service Provider,74.99,debit,Internet,Checking,2018-07,Entrada,74.99,2018-07
2018-07-26,Conoco,33.67,debit,Gas & Fuel,Silver Card,2018-07,Entrada,33.67,2018-07
2018-07-28,Grocery Store,7.61,debit,Groceries,Silver Card,2018-07,Entrada,7.61,2018-07
2018-07-30,American Tavern,34.38,debit,Restaurants,Silver Card,2018-07,Entrada,34.38,2018-07
2018-07-31,Brewing Company,6.6,debit,Alcohol & Bars,Silver Card,2018-07,Entrada,6.6,2018-07
2018-08-01,Amazon,13.13,debit,Shopping,Platinum Card,2018-08,Entrada,13.13,2018-08
2018-08-02,Credit Card Payment,816.27,credit,Credit Card Payment,Platinum Card,2018-08,Entrada,816.27,2018-08
2018-08-02,Shell,40.44,debit,Gas & Fuel,Silver Card,2018-08,Entrada,40.44,2018-08
2018-08-02,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking,2018-08,Entrada,1247.44,2018-08
2018-08-03,Grocery Store,6.27,debit,Groceries,Silver Card,2018-08,Entrada,6.27,2018-08
2018-08-03,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-08,Entrada,2000.0,2018-08
2018-08-04,Netflix,11.76,debit,Movies & Dvds,Platinum Card,2018-08,Entrada,11.76,2018-08
2018-08-06,Amazon,76.47,debit,Shopping,Platinum Card,2018-08,Entrada,76.47,2018-08
2018-08-09,Spotify,10.69,debit,Music,Platinum Card,2018-08,Entrada,10.69,2018-08
2018-08-09,Gas Company,30.0,debit,Utilities,Checking,2018-08,Entrada,30.0,2018-08
2018-08-10,Phone Company,89.4,debit,Mobile Phone,Checking,2018-08,Entrada,89.4,2018-08
2018-08-11,Chick-Fil-A,13.67,debit,Fast Food,Platinum Card,2018-08,Entrada,13.67,2018-08
2018-08-11,Valero,33.66,debit,Gas & Fuel,Platinum Card,2018-08,Entrada,33.66,2018-08
2018-08-15,Credit Card Payment,269.56,credit,Credit Card Payment,Silver Card,2018-08,Entrada,269.56,2018-08
2018-08-15,Credit Card Payment,159.38,credit,Credit Card Payment,Platinum Card,2018-08,Entrada,159.38,2018-08
2018-08-15,Shell,41.07,debit,Gas & Fuel,Platinum Card,2018-08,Entrada,41.07,2018-08
2018-08-15,Grocery Store,5.64,debit,Groceries,Platinum Card,2018-08,Entrada,5.64,2018-08
2018-08-15,Power Company,60.0,debit,Utilities,Checking,2018-08,Entrada,60.0,2018-08
2018-08-16,Credit Card Payment,269.56,debit,Credit Card Payment,Checking,2018-08,Entrada,269.56,2018-08
2018-08-16,City Water Charges,35.0,debit,Utilities,Checking,2018-08,Entrada,35.0,2018-08
2018-08-17,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-08,Entrada,2000.0,2018-08
2018-08-17,Amazon,14.98,debit,Shopping,Platinum Card,2018-08,Entrada,14.98,2018-08
2018-08-18,Amazon,23.47,debit,Shopping,Platinum Card,2018-08,Entrada,23.47,2018-08
2018-08-20,State Farm,75.0,debit,Auto Insurance,Checking,2018-08,Entrada,75.0,2018-08
2018-08-21,Credit Card Payment,34.18,credit,Credit Card Payment,Silver Card,2018-08,Entrada,34.18,2018-08
2018-08-21,Credit Card Payment,99.76,credit,Credit Card Payment,Platinum Card,2018-08,Entrada,99.76,2018-08
2018-08-21,Credit Card Payment,99.76,debit,Credit Card Payment,Checking,2018-08,Entrada,99.76,2018-08
2018-08-22,Credit Card Payment,34.18,debit,Credit Card Payment,Checking,2018-08,Entrada,34.18,2018-08
2018-08-24,American Tavern,42.31,debit,Restaurants,Platinum Card,2018-08,Entrada,42.31,2018-08
2018-08-27,Internet Service Provider,74.99,debit,Internet,Checking,2018-08,Entrada,74.99,2018-08
2018-08-30,Shell,35.65,debit,Gas & Fuel,Platinum Card,2018-08,Entrada,35.65,2018-08
2018-08-31,Grocery Store,11.64,debit,Groceries,Platinum Card,2018-08,Entrada,11.64,2018-08
2018-08-31,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-08,Entrada,2000.0,2018-08
2018-09-01,Brewing Company,47.4,debit,Alcohol & Bars,Platinum Card,2018-09,Entrada,47.4,2018-09
2018-09-01,Amazon,13.13,debit,Shopping,Platinum Card,2018-09,Entrada,13.13,2018-09
2018-09-02,Amazon,109.83,debit,Shopping,Platinum Card,2018-09,Entrada,109.83,2018-09
2018-09-04,Credit Card Payment,687.29,credit,Credit Card Payment,Platinum Card,2018-09,Entrada,687.29,2018-09
2018-09-04,Credit Card Payment,687.29,debit,Credit Card Payment,Checking,2018-09,Entrada,687.29,2018-09
2018-09-04,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking,2018-09,Entrada,1247.44,2018-09
2018-09-04,Netflix,11.76,debit,Movies & Dvds,Platinum Card,2018-09,Entrada,11.76,2018-09
2018-09-07,Gas Company,30.0,debit,Utilities,Checking,2018-09,Entrada,30.0,2018-09
2018-09-09,Brewing Company,18.0,debit,Alcohol & Bars,Platinum Card,2018-09,Entrada,18.0,2018-09
2018-09-09,Spotify,10.69,debit,Music,Platinum Card,2018-09,Entrada,10.69,2018-09
2018-09-11,BP,38.86,debit,Gas & Fuel,Platinum Card,2018-09,Entrada,38.86,2018-09
2018-09-11,Grocery Store,7.87,debit,Groceries,Platinum Card,2018-09,Entrada,7.87,2018-09
2018-09-12,Grocery Store,47.16,debit,Groceries,Platinum Card,2018-09,Entrada,47.16,2018-09
2018-09-12,Phone Company,89.4,debit,Mobile Phone,Checking,2018-09,Entrada,89.4,2018-09
2018-09-13,Grocery Store,5.64,debit,Groceries,Platinum Card,2018-09,Entrada,5.64,2018-09
2018-09-14,Credit Card Payment,134.34,credit,Credit Card Payment,Platinum Card,2018-09,Entrada,134.34,2018-09
2018-09-14,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-09,Entrada,2000.0,2018-09
2018-09-17,Grocery Store,10.17,debit,Groceries,Platinum Card,2018-09,Entrada,10.17,2018-09
2018-09-17,Grocery Store,8.8,debit,Groceries,Platinum Card,2018-09,Entrada,8.8,2018-09
2018-09-17,City Water Charges,35.0,debit,Utilities,Checking,2018-09,Entrada,35.0,2018-09
2018-09-18,Grocery Store,4.32,debit,Groceries,Platinum Card,2018-09,Entrada,4.32,2018-09
2018-09-18,Power Company,60.0,debit,Utilities,Checking,2018-09,Entrada,60.0,2018-09
2018-09-19,State Farm,75.0,debit,Auto Insurance,Checking,2018-09,Entrada,75.0,2018-09
2018-09-19,Barbershop,30.0,debit,Haircut,Platinum Card,2018-09,Entrada,30.0,2018-09
2018-09-20,Amazon,47.38,debit,Shopping,Platinum Card,2018-09,Entrada,47.38,2018-09
2018-09-22,Hardware Store,69.4,debit,Home Improvement,Platinum Card,2018-09,Entrada,69.4,2018-09
2018-09-22,Hardware Store,6.83,debit,Home Improvement,Platinum Card,2018-09,Entrada,6.83,2018-09
2018-09-25,Internet Service Provider,74.99,debit,Internet,Checking,2018-09,Entrada,74.99,2018-09
2018-09-25,Sushi Restaurant,48.64,debit,Restaurants,Silver Card,2018-09,Entrada,48.64,2018-09
2018-09-26,Starbucks,5.0,debit,Coffee Shops,Platinum Card,2018-09,Entrada,5.0,2018-09
2018-09-26,Exxon,38.0,debit,Gas & Fuel,Silver Card,2018-09,Entrada,38.0,2018-09
2018-09-27,Valero,40.71,debit,Gas & Fuel,Platinum Card,2018-09,Entrada,40.71,2018-09
2018-09-28,Credit Card Payment,128.12,credit,Credit Card Payment,Silver Card,2018-09,Entrada,128.12,2018-09
2018-09-28,Credit Card Payment,284.96,credit,Credit Card Payment,Platinum Card,2018-09,Entrada,284.96,2018-09
2018-09-28,Credit Card Payment,284.96,debit,Credit Card Payment,Checking,2018-09,Entrada,284.96,2018-09
2018-09-28,Grocery Store,13.36,debit,Groceries,Platinum Card,2018-09,Entrada,13.36,2018-09
2018-09-28,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-09,Entrada,2000.0,2018-09
2018-09-29,Greek Restaurant,23.26,debit,Restaurants,Platinum Card,2018-09,Entrada,23.26,2018-09
2018-09-29,German Restaurant,46.7,debit,Restaurants,Platinum Card,2018-09,Entrada,46.7,2018-09
2018-10-01,Starbucks,3.0,debit,Coffee Shops,Platinum Card,2018-10,Entrada,3.0,2018-10
2018-10-01,Credit Card Payment,128.12,debit,Credit Card Payment,Checking,2018-10,Entrada,128.12,2018-10
2018-10-01,Grocery Store,15.66,debit,Groceries,Platinum Card,2018-10,Entrada,15.66,2018-10
2018-10-01,Amazon,13.13,debit,Shopping,Platinum Card,2018-10,Entrada,13.13,2018-10
2018-10-02,Credit Card Payment,124.03,credit,Credit Card Payment,Platinum Card,2018-10,Entrada,124.03,2018-10
2018-10-02,Credit Card Payment,124.03,debit,Credit Card Payment,Checking,2018-10,Entrada,124.03,2018-10
2018-10-02,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,2018-10,Entrada,1209.18,2018-10
2018-10-04,Netflix,11.76,debit,Movies & Dvds,Platinum Card,2018-10,Entrada,11.76,2018-10
2018-10-06,American Tavern,27.0,debit,Restaurants,Silver Card,2018-10,Entrada,27.0,2018-10
2018-10-08,Shell,38.06,debit,Gas & Fuel,Silver Card,2018-10,Entrada,38.06,2018-10
2018-10-08,Hardware Store,80.65,debit,Home Improvement,Silver Card,2018-10,Entrada,80.65,2018-10
2018-10-08,Hardware Store,31.2,debit,Home Improvement,Silver Card,2018-10,Entrada,31.2,2018-10
2018-10-09,Spotify,10.69,debit,Music,Platinum Card,2018-10,Entrada,10.69,2018-10
2018-10-09,Amazon,19.98,debit,Shopping,Platinum Card,2018-10,Entrada,19.98,2018-10
2018-10-09,Gas Company,30.0,debit,Utilities,Checking,2018-10,Entrada,30.0,2018-10
2018-10-10,Grocery Store,53.68,debit,Groceries,Silver Card,2018-10,Entrada,53.68,2018-10
2018-10-11,Phone Company,89.4,debit,Mobile Phone,Checking,2018-10,Entrada,89.4,2018-10
2018-10-12,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-10,Entrada,2000.0,2018-10
2018-10-16,Power Company,60.0,debit,Utilities,Checking,2018-10,Entrada,60.0,2018-10
2018-10-17,City Water Charges,35.0,debit,Utilities,Checking,2018-10,Entrada,35.0,2018-10
2018-10-18,State Farm,75.0,debit,Auto Insurance,Checking,2018-10,Entrada,75.0,2018-10
2018-10-18,Grocery Store,33.55,debit,Groceries,Platinum Card,2018-10,Entrada,33.55,2018-10
2018-10-18,Hardware Store,45.24,debit,Home Improvement,Platinum Card,2018-10,Entrada,45.24,2018-10
2018-10-18,Brunch Restaurant,8.0,debit,Restaurants,Platinum Card,2018-10,Entrada,8.0,2018-10
2018-10-21,Credit Card Payment,544.37,credit,Credit Card Payment,Platinum Card,2018-10,Entrada,544.37,2018-10
2018-10-22,Credit Card Payment,353.83,credit,Credit Card Payment,Silver Card,2018-10,Entrada,353.83,2018-10
2018-10-22,Credit Card Payment,353.83,debit,Credit Card Payment,Checking,2018-10,Entrada,353.83,2018-10
2018-10-22,BP,34.66,debit,Gas & Fuel,Platinum Card,2018-10,Entrada,34.66,2018-10
2018-10-23,Grocery Store,7.57,debit,Groceries,Platinum Card,2018-10,Entrada,7.57,2018-10
2018-10-25,Internet Service Provider,74.99,debit,Internet,Checking,2018-10,Entrada,74.99,2018-10
2018-10-25,Amazon,29.98,debit,Shopping,Platinum Card,2018-10,Entrada,29.98,2018-10
2018-10-26,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-10,Entrada,2000.0,2018-10
2018-10-27,American Tavern,25.4,debit,Restaurants,Silver Card,2018-10,Entrada,25.4,2018-10
2018-10-28,Brewing Company,12.71,debit,Alcohol & Bars,Platinum Card,2018-10,Entrada,12.71,2018-10
2018-10-28,Seafood Restaurant,14.75,debit,Food & Dining,Platinum Card,2018-10,Entrada,14.75,2018-10
2018-10-28,Grocery Store,92.49,debit,Groceries,Platinum Card,2018-10,Entrada,92.49,2018-10
2018-10-28,Italian Restaurant,54.0,debit,Restaurants,Platinum Card,2018-10,Entrada,54.0,2018-10
2018-10-31,Grocery Store,5.64,debit,Groceries,Platinum Card,2018-10,Entrada,5.64,2018-10
2018-11-01,Amazon,13.13,debit,Shopping,Platinum Card,2018-11,Entrada,13.13,2018-11
2018-11-02,Credit Card Payment,262.51,credit,Credit Card Payment,Platinum Card,2018-11,Entrada,262.51,2018-11
2018-11-02,Credit Card Payment,262.51,debit,Credit Card Payment,Checking,2018-11,Entrada,262.51,2018-11
2018-11-02,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,2018-11,Entrada,1209.18,2018-11
2018-11-03,Pizza Place,23.66,debit,Fast Food,Platinum Card,2018-11,Entrada,23.66,2018-11
2018-11-04,Netflix,11.76,debit,Movies & Dvds,Platinum Card,2018-11,Entrada,11.76,2018-11
2018-11-05,Shell,36.51,debit,Gas & Fuel,Platinum Card,2018-11,Entrada,36.51,2018-11
2018-11-06,Amazon,53.95,debit,Shopping,Platinum Card,2018-11,Entrada,53.95,2018-11
2018-11-06,Gas Company,30.0,debit,Utilities,Checking,2018-11,Entrada,30.0,2018-11
2018-11-08,Grocery Store,5.64,debit,Groceries,Platinum Card,2018-11,Entrada,5.64,2018-11
2018-11-09,Spotify,10.69,debit,Music,Platinum Card,2018-11,Entrada,10.69,2018-11
2018-11-09,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-11,Entrada,2000.0,2018-11
2018-11-10,Brewing Company,27.0,debit,Alcohol & Bars,Platinum Card,2018-11,Entrada,27.0,2018-11
2018-11-10,Chick-Fil-A,14.19,debit,Fast Food,Platinum Card,2018-11,Entrada,14.19,2018-11
2018-11-10,Food Truck,24.4,debit,Groceries,Platinum Card,2018-11,Entrada,24.4,2018-11
2018-11-12,Grocery Store,10.18,debit,Groceries,Platinum Card,2018-11,Entrada,10.18,2018-11
2018-11-12,American Tavern,22.33,debit,Restaurants,Silver Card,2018-11,Entrada,22.33,2018-11
2018-11-13,Grocery Store,4.8,debit,Groceries,Platinum Card,2018-11,Entrada,4.8,2018-11
2018-11-13,Grocery Store,37.43,debit,Groceries,Platinum Card,2018-11,Entrada,37.43,2018-11
2018-11-13,Grocery Store,10.15,debit,Groceries,Platinum Card,2018-11,Entrada,10.15,2018-11
2018-11-13,Phone Company,89.54,debit,Mobile Phone,Checking,2018-11,Entrada,89.54,2018-11
2018-11-14,Power Company,60.0,debit,Utilities,Checking,2018-11,Entrada,60.0,2018-11
2018-11-16,City Water Charges,35.0,debit,Utilities,Checking,2018-11,Entrada,35.0,2018-11
2018-11-17,Brewing Company,22.8,debit,Alcohol & Bars,Platinum Card,2018-11,Entrada,22.8,2018-11
2018-11-17,Hardware Store,15.47,debit,Home Improvement,Platinum Card,2018-11,Entrada,15.47,2018-11
2018-11-17,Hardware Store,6.4,debit,Home Improvement,Platinum Card,2018-11,Entrada,6.4,2018-11
2018-11-17,Greek Restaurant,23.26,debit,Restaurants,Platinum Card,2018-11,Entrada,23.26,2018-11
2018-11-19,Brewing Company,20.0,debit,Alcohol & Bars,Silver Card,2018-11,Entrada,20.0,2018-11
2018-11-19,QuikTrip,29.15,debit,Gas & Fuel,Silver Card,2018-11,Entrada,29.15,2018-11
2018-11-19,Hardware Store,10.02,debit,Home Improvement,Silver Card,2018-11,Entrada,10.02,2018-11
2018-11-20,State Farm,75.0,debit,Auto Insurance,Checking,2018-11,Entrada,75.0,2018-11
2018-11-20,Credit Card Payment,421.96,credit,Credit Card Payment,Platinum Card,2018-11,Entrada,421.96,2018-11
2018-11-21,Grocery Store,5.64,debit,Groceries,Silver Card,2018-11,Entrada,5.64,2018-11
2018-11-21,Hardware Store,37.41,debit,Home Improvement,Platinum Card,2018-11,Entrada,37.41,2018-11
2018-11-23,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-11,Entrada,2000.0,2018-11
2018-11-26,American Tavern,16.8,debit,Alcohol & Bars,Silver Card,2018-11,Entrada,16.8,2018-11
2018-11-26,Internet Service Provider,74.99,debit,Internet,Checking,2018-11,Entrada,74.99,2018-11
2018-11-27,Movie Theater,17.0,debit,Movies & Dvds,Silver Card,2018-11,Entrada,17.0,2018-11
2018-11-27,American Tavern,28.4,debit,Restaurants,Silver Card,2018-11,Entrada,28.4,2018-11
2018-11-29,Credit Card Payment,582.99,credit,Credit Card Payment,Silver Card,2018-11,Entrada,582.99,2018-11
2018-11-29,Credit Card Payment,751.5,credit,Credit Card Payment,Platinum Card,2018-11,Entrada,751.5,2018-11
2018-11-30,Credit Card Payment,582.99,debit,Credit Card Payment,Checking,2018-11,Entrada,582.99,2018-11
2018-11-30,Grocery Store,6.27,debit,Groceries,Silver Card,2018-11,Entrada,6.27,2018-11
2018-12-01,Grocery Store,5.64,debit,Groceries,Silver Card,2018-12,Entrada,5.64,2018-12
2018-12-01,Brunch Restaurant,8.0,debit,Restaurants,Silver Card,2018-12,Entrada,8.0,2018-12
2018-12-01,Amazon,13.13,debit,Shopping,Platinum Card,2018-12,Entrada,13.13,2018-12
2018-12-03,BP,30.03,debit,Gas & Fuel,Silver Card,2018-12,Entrada,30.03,2018-12
2018-12-03,Grocery Store,148.15,debit,Groceries,Silver Card,2018-12,Entrada,148.15,2018-12
2018-12-03,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,2018-12,Entrada,1209.18,2018-12
2018-12-04,Starbucks,3.0,debit,Coffee Shops,Silver Card,2018-12,Entrada,3.0,2018-12
2018-12-04,Latin Restaurant,20.65,debit,Fast Food,Platinum Card,2018-12,Entrada,20.65,2018-12
2018-12-04,Netflix,11.76,debit,Movies & Dvds,Platinum Card,2018-12,Entrada,11.76,2018-12
2018-12-06,Grocery Store,21.38,debit,Groceries,Platinum Card,2018-12,Entrada,21.38,2018-12
2018-12-06,Grocery Store,13.48,debit,Groceries,Platinum Card,2018-12,Entrada,13.48,2018-12
2018-12-06,Gas Company,40.0,debit,Utilities,Checking,2018-12,Entrada,40.0,2018-12
2018-12-07,Barbershop,30.0,debit,Haircut,Platinum Card,2018-12,Entrada,30.0,2018-12
2018-12-07,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-12,Entrada,2000.0,2018-12
2018-12-08,Grocery Store,12.64,debit,Groceries,Platinum Card,2018-12,Entrada,12.64,2018-12
2018-12-09,Spotify,10.69,debit,Music,Platinum Card,2018-12,Entrada,10.69,2018-12
2018-12-11,Brunch Restaurant,10.29,debit,Restaurants,Platinum Card,2018-12,Entrada,10.29,2018-12
2018-12-12,Phone Company,89.54,debit,Mobile Phone,Checking,2018-12,Entrada,89.54,2018-12
2018-12-13,Thai Restaurant,27.0,debit,Restaurants,Silver Card,2018-12,Entrada,27.0,2018-12
2018-12-14,Grocery Store,21.39,debit,Groceries,Silver Card,2018-12,Entrada,21.39,2018-12
2018-12-14,Hardware Store,17.1,debit,Home Improvement,Silver Card,2018-12,Entrada,17.1,2018-12
2018-12-14,Power Company,60.0,debit,Utilities,Checking,2018-12,Entrada,60.0,2018-12
2018-12-17,American Tavern,63.0,debit,Food & Dining,Silver Card,2018-12,Entrada,63.0,2018-12
2018-12-17,BP,20.01,debit,Gas & Fuel,Silver Card,2018-12,Entrada,20.01,2018-12
2018-12-17,City Water Charges,35.0,debit,Utilities,Checking,2018-12,Entrada,35.0,2018-12
2018-12-18,Starbucks,3.0,debit,Coffee Shops,Silver Card,2018-12,Entrada,3.0,2018-12
2018-12-18,Credit Card Payment,311.02,credit,Credit Card Payment,Platinum Card,2018-12,Entrada,311.02,2018-12
2018-12-18,Credit Card Payment,311.02,debit,Credit Card Payment,Checking,2018-12,Entrada,311.02,2018-12
2018-12-18,Fancy Restaurant,56.52,debit,Restaurants,Silver Card,2018-12,Entrada,56.52,2018-12
2018-12-18,Amazon,49.99,debit,Shopping,Platinum Card,2018-12,Entrada,49.99,2018-12
2018-12-18,Amazon,41.72,debit,Shopping,Platinum Card,2018-12,Entrada,41.72,2018-12
2018-12-18,Amazon,24.3,debit,Shopping,Platinum Card,2018-12,Entrada,24.3,2018-12
2018-12-19,State Farm,75.0,debit,Auto Insurance,Checking,2018-12,Entrada,75.0,2018-12
2018-12-19,Amazon,43.01,debit,Shopping,Platinum Card,2018-12,Entrada,43.01,2018-12
2018-12-20,Credit Card Payment,464.03,credit,Credit Card Payment,Silver Card,2018-12,Entrada,464.03,2018-12
2018-12-20,Shell,30.38,debit,Gas & Fuel,Silver Card,2018-12,Entrada,30.38,2018-12
2018-12-21,Credit Card Payment,464.03,debit,Credit Card Payment,Checking,2018-12,Entrada,464.03,2018-12
2018-12-21,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2018-12,Entrada,2000.0,2018-12
2018-12-22,New York Deli,21.38,debit,Fast Food,Platinum Card,2018-12,Entrada,21.38,2018-12
2018-12-22,Hardware Store,22.14,debit,Home Improvement,Platinum Card,2018-12,Entrada,22.14,2018-12
2018-12-23,Hardware Store,28.0,debit,Home Improvement,Platinum Card,2018-12,Entrada,28.0,2018-12
2018-12-24,Hardware Store,38.4,debit,Home Improvement,Platinum Card,2018-12,Entrada,38.4,2018-12
2018-12-26,Chick-Fil-A,56.07,debit,Fast Food,Platinum Card,2018-12,Entrada,56.07,2018-12
2018-12-26,Shell,32.47,debit,Gas & Fuel,Platinum Card,2018-12,Entrada,32.47,2018-12
2018-12-26,Shell,7.48,debit,Gas & Fuel,Platinum Card,2018-12,Entrada,7.48,2018-12
2018-12-26,Internet Service Provider,75.99,debit,Internet,Checking,2018-12,Entrada,75.99,2018-12
2018-12-26,Amazon,44.99,debit,Shopping,Platinum Card,2018-12,Entrada,44.99,2018-12
2018-12-28,Brewing Company,12.0,debit,Alcohol & Bars,Silver Card,2018-12,Entrada,12.0,2018-12
2018-12-29,Brewing Company,14.0,debit,Alcohol & Bars,Silver Card,2018-12,Entrada,14.0,2018-12
2018-12-29,Credit Card Payment,860.05,credit,Credit Card Payment,Platinum Card,2018-12,Entrada,860.05,2018-12
2018-12-29,Grocery Store,55.04,debit,Groceries,Silver Card,2018-12,Entrada,55.04,2018-12
2019-01-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-01,Entrada,13.09,2019-01
2019-01-02,Credit Card Payment,499.6,debit,Credit Card Payment,Checking,2019-01,Entrada,499.6,2019-01
2019-01-03,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-01,Entrada,1100.0,2019-01
2019-01-03,Amazon,42.1,debit,Shopping,Platinum Card,2019-01,Entrada,42.1,2019-01
2019-01-04,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-01,Entrada,2000.0,2019-01
2019-01-05,American Tavern,23.49,debit,Restaurants,Platinum Card,2019-01,Entrada,23.49,2019-01
2019-01-08,Gas Company,45.0,debit,Utilities,Checking,2019-01,Entrada,45.0,2019-01
2019-01-09,Credit Card Payment,491.45,credit,Credit Card Payment,Platinum Card,2019-01,Entrada,491.45,2019-01
2019-01-09,Credit Card Payment,491.45,debit,Credit Card Payment,Checking,2019-01,Entrada,491.45,2019-01
2019-01-09,Credit Card Payment,281.84,debit,Credit Card Payment,Checking,2019-01,Entrada,281.84,2019-01
2019-01-09,Spotify,10.69,debit,Music,Platinum Card,2019-01,Entrada,10.69,2019-01
2019-01-10,Grocery Store,58.79,debit,Groceries,Silver Card,2019-01,Entrada,58.79,2019-01
2019-01-10,Barbershop,30.0,debit,Haircut,Silver Card,2019-01,Entrada,30.0,2019-01
2019-01-10,Phone Company,65.0,debit,Mobile Phone,Checking,2019-01,Entrada,65.0,2019-01
2019-01-14,Shell,28.92,debit,Gas & Fuel,Silver Card,2019-01,Entrada,28.92,2019-01
2019-01-15,Grocery Store,6.06,debit,Groceries,Silver Card,2019-01,Entrada,6.06,2019-01
2019-01-16,City Water Charges,35.0,debit,Utilities,Checking,2019-01,Entrada,35.0,2019-01
2019-01-16,Power Company,60.0,debit,Utilities,Checking,2019-01,Entrada,60.0,2019-01
2019-01-18,State Farm,75.0,debit,Auto Insurance,Checking,2019-01,Entrada,75.0,2019-01
2019-01-18,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-01,Entrada,2000.0,2019-01
2019-01-21,Credit Card Payment,277.99,credit,Credit Card Payment,Silver Card,2019-01,Entrada,277.99,2019-01
2019-01-22,Credit Card Payment,277.99,debit,Credit Card Payment,Checking,2019-01,Entrada,277.99,2019-01
2019-01-24,Grocery Store,21.06,debit,Groceries,Silver Card,2019-01,Entrada,21.06,2019-01
2019-01-24,Amazon,11.7,debit,Shopping,Platinum Card,2019-01,Entrada,11.7,2019-01
2019-01-24,Amazon,4.21,debit,Shopping,Platinum Card,2019-01,Entrada,4.21,2019-01
2019-01-25,Internet Service Provider,75.0,debit,Internet,Checking,2019-01,Entrada,75.0,2019-01
2019-01-31,Credit Card Payment,1900.0,debit,Credit Card Payment,Checking,2019-01,Entrada,1900.0,2019-01
2019-01-31,Shell,31.32,debit,Gas & Fuel,Silver Card,2019-01,Entrada,31.32,2019-01
2019-02-01,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-02,Entrada,2000.0,2019-02
2019-02-01,Roadside Diner,9.47,debit,Restaurants,Silver Card,2019-02,Entrada,9.47,2019-02
2019-02-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-02,Entrada,13.09,2019-02
2019-02-04,Hardware Store,86.97,debit,Home Improvement,Silver Card,2019-02,Entrada,86.97,2019-02
2019-02-04,Netflix,11.76,debit,Television,Platinum Card,2019-02,Entrada,11.76,2019-02
2019-02-05,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-02,Entrada,1100.0,2019-02
2019-02-07,Gas Company,65.0,debit,Utilities,Checking,2019-02,Entrada,65.0,2019-02
2019-02-08,Starbucks,3.0,debit,Coffee Shops,Platinum Card,2019-02,Entrada,3.0,2019-02
2019-02-08,Thai Restaurant,27.47,debit,Restaurants,Platinum Card,2019-02,Entrada,27.47,2019-02
2019-02-09,Spotify,10.69,debit,Music,Platinum Card,2019-02,Entrada,10.69,2019-02
2019-02-11,Starbucks,3.0,debit,Coffee Shops,Platinum Card,2019-02,Entrada,3.0,2019-02
2019-02-11,Credit Card Payment,133.95,debit,Credit Card Payment,Checking,2019-02,Entrada,133.95,2019-02
2019-02-11,BP,24.01,debit,Gas & Fuel,Platinum Card,2019-02,Entrada,24.01,2019-02
2019-02-12,Grocery Store,30.54,debit,Groceries,Platinum Card,2019-02,Entrada,30.54,2019-02
2019-02-12,Phone Company,65.0,debit,Mobile Phone,Checking,2019-02,Entrada,65.0,2019-02
